"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"476","U of T Entrepreneurship","RT @UofTStartup : Calling all #UofT entrepreneurs - mark your calendars for  Building an Inclusive Community from Startup to Scaleup on Jan 25! EDI leaders will share how early-stage startup can hire a more diverse team and embrace inclusivity from the get-go. Register: https://t.co/DZAvhghu0T https://t.co/yOmWUyvJIr",0,3,0,0,3,0,1,4,1,7,"positive",6
"477","Hart House","RT @harthouseuoft : Get comfortable with being uncomfortable while taking part in relevant and engaging conversations. Join Hart House and @utmedo on January 26 for our next Anti-O Convo: ""Self-Care and Well-being."" Register now: https://t.co/1HjShSBhou

#HartHouse #SelfCare #wellness https://t.co/5Uurwn7xRO",0,0,0,0,1,0,0,2,1,3,"positive",2
"478","Black Research Network","RT @uoftbrn : A reminder that there is still time to register for “All About Love: A Readathon Honoring bell hooks"" ?? Hosted alongside @wgsi, the virtual event will be dedicated to celebrating the work of the late, great Gloria Watkins. Sign up here: https://t.co/u6Eap3b2rz #bellhooks #UofT https://t.co/uXyzv6Gmvy",0,2,0,0,2,1,0,0,1,2,"positive",1
"479","University of Toronto","Simple vehicle warning systems as effective as more complex ones, according to a new @UTM study #UofT ?? https://t.co/A9qkfj1XI2 https://t.co/R1nzYu7rrA",0,0,0,1,0,0,0,1,0,2,"positive",2
"480","U of T People Strategy, Equity & Culture","RT @workingatuoft : Don’t miss your opportunity to attend virtual consultation sessions on the Policy on Sexual Violence and Sexual Harassment #UofT! We want to hear your feedback. To register:?https://t.co/SkMUK0HTnB https://t.co/vJp9pUkqdc",1,1,0,1,0,1,0,2,1,2,"positive",1
"481","University of Toronto",".@UofT_DLSPH &amp; @UofTMedicine student Justin Kritzinger seeks to address barriers that Indigenous children face in accessing eye care as part of a capstone project. #UofT ?? https://t.co/b9S4MfDNwI https://t.co/jjADONZ04Z",0,0,0,0,0,0,0,0,0,0,"neutral",0
"482","University of Toronto","A match like no other: @UofTKPE's Simon Darnell on Novak Djokovic vs. Australia #UofT ?? https://t.co/Ag13Uv1VxF https://t.co/RqzOQGqjMh",0,0,0,0,0,0,0,0,0,0,"neutral",0
"483","U of T Alumni","RT @uoftalumni : When the #UofT community and its supporters rally together, we can achieve incredible things. Learn how we're building a healthier, more sustainable, and equitable world. https://t.co/cESVlKxpib #UofTDefyGravity https://t.co/3oJZp3W2qQ",0,0,0,0,1,0,0,1,0,4,"positive",4
"484","University of Toronto","Fumin Guo, a post-doctoral researcher @MBPatUofT @uoftmedicine, has been awarded a Polanyi Prize in Physiology &amp; Medicine for research that refines the treatment of ventricular tachycardia or unusually fast heartbeat, which can result in sudden death. ?? https://t.co/kn8KsD9nM3 https://t.co/eXEe6x7EDi",1,2,1,1,0,1,2,0,1,1,"neutral",0
"485","University of Toronto","Eno Hysi, a post-doctoral researcher at @UnityHealthTO and @UofT_DoM at @uoftmedicine has won a 2021 Polanyi Prize in Physics for his work on the use of photoacoustic imaging to map scarring in kidneys. ?? https://t.co/HGmELtPOTU https://t.co/deWvwzhmO8",0,0,0,0,0,0,0,0,0,1,"positive",1
"486","University of Toronto",".@GwenEadie of @UofTArtSci's @UofTAstro &amp; @UofTStatSci has won a 2021 Polanyi Prize in Physics for her work in the emerging field of astrostatistics, which is providing new insights into dark matter and its impact on galaxies. ?? https://t.co/FIcdx2VOSc https://t.co/eibE63eqaX",0,1,0,0,1,1,0,1,0,2,"positive",2
"487","University of Toronto","Congratulations to #UofT’s @GwenEadie, Eno Hysi and Fumin Guo, awarded with prestigious John Charles Polanyi prizes in Physics and Physiology &amp; Medicine funded by @ONtrainandstudy and administered by @OntUniv.

Discover their innovative @researchuoft below.",0,0,1,0,0,0,0,0,1,2,"positive",1
"488","Temerty Medicine","RT @uoftmedicine : “Using the face, you could build identification tools to track patients as they move through the health care system. That being said, I think we need to watch out for a disappearing human connection,” writes #TemertyMed alum Dr. Rina Huo in #UofTMed https://t.co/hsK7tGwYGH",0,2,0,1,0,0,0,1,0,1,"positive",1
"489","rushay naik ???","RT @RushayNaik : a Toronto sunset after the storm, as seen from @UofT @uoftlibraries ?? https://t.co/P6bzlVKNT2",1,1,0,0,0,0,0,0,1,1,"neutral",0
"490","University of Toronto","Thank you for helping us reach 100K followers, #UofT! ???? https://t.co/meDvnl2qDU",0,0,0,0,0,0,0,0,0,0,"neutral",0
"491","U of T Libraries","RT @uoftlibraries : ?? BIG NEWS ??

#UofT is pleased to announce the expansion of its agreement with the Public Library of Science to fully cover author publication costs for all 12 PLOS journals, including PLOS ONE.

https://t.co/wbMCSDZMpo https://t.co/9Hs0wWQwEq",0,1,0,0,1,0,0,4,0,7,"positive",7
"492","University of Toronto","A new study of zebra mussels from @UofTEngineering researcher Eli Sone offers insights into creating new medical adhesives &amp; ways to prevent fouling of water intake pipes. #UofT ?? https://t.co/oFiXB2sMMR https://t.co/iJIjNukhH4",0,1,0,2,0,0,0,1,0,2,"positive",2
"493","U of T Mississauga","RT @UTM : Update: #UTM campus has reopened.
Thank you to our hardworking snow clearing teams! ??

Latest campus status updates: 
https://t.co/MPNQ06S6Lo",0,0,0,0,0,0,0,0,0,1,"positive",1
"494","University of Toronto","It's a winter wonderland out there, #UofT! ?? Find the latest campus status at https://t.co/FTVRTKs59z.

?? by Dean of Students at University College, @MelScott1 https://t.co/h8TwiDoA4L",0,1,0,0,0,0,0,0,0,2,"positive",2
"495","University of Toronto","In grand gesture, donor honours late wife with purchase of piano for @UofTMusic #UofT ?? https://t.co/Oy5P7XLUbd https://t.co/wK6WWBCnWH",0,0,0,0,0,1,0,0,1,0,"negative",-1
"496","Temerty Medicine","RT @uoftmedicine : Gertrude Tanz cherished her roles as a mother &amp; grandmother. Her Alzheimer’s diagnosis was devastating for her family. But their fight to find a breakthrough led to the creation of @tanzuoft &amp; a commitment to finding cures for neurodegenerative diseases. https://t.co/WsmJ2IU2sn https://t.co/cLZBF4pbtT",2,2,1,3,1,2,0,3,4,2,"negative",-2
"497","University of Toronto","Spyware investigations involving #UofT’s @CitizenLab reveal targets in El Salvador, Poland: reports ?? https://t.co/RIGNpXs6Kt https://t.co/9RnkIEX9rk",0,0,0,0,0,0,0,0,0,0,"neutral",0
"498","U of T People Strategy, Equity & Culture","RT @workingatuoft : We're thrilled to celebrate 349 #UofT staff and librarians as recipients of the 2021 Excellence Through Innovation Awards! Winners represent individuals and teams across our tri-campus community.????

For a full list of recipients &amp; project descriptions: https://t.co/MGeLvEbttx https://t.co/L6LkMsD0vs",0,0,1,0,1,0,0,1,0,4,"positive",4
"499","University of Toronto","'A visual healing experience': Que Rock mural adorns #UofT's John H. Daniels Faculty of Architecture, Landscape, &amp; Design ?? https://t.co/VShvDVBTAz https://t.co/7wqhl6DBH1",0,1,1,0,1,0,0,3,1,3,"positive",2
"500","U of T Libraries","RT @uoftlibraries : Robarts still open today. @GersteinLibrary  &amp; Engineering Library are opening late. @EastAsianLib, Canada Hong Kong, Chemistry, Architecture, @OISELibrary, @UTArchives, @Fisher_Library &amp; @UofTDentLib operating virtually only. Check individual websites for other libraries. #UofT https://t.co/WjjBo45gJq",0,0,0,0,0,1,0,1,1,1,"neutral",0
"501","U of T Libraries","RT @uoftlibraries : Happy New Year and welcome back #UofT! ?? 
 
We’re ringing in 2022 and winter term by highlighting available library services for you ?? https://t.co/YTjcSwz5sd",0,1,0,0,1,0,0,1,0,2,"positive",2
"502","University of Toronto","Weather update: #UofT St. George and #UTSC buildings and facilities remain open with limited access. The #UTM campus is closed.

Virtual classes will proceed as planned, unless otherwise indicated by instructors.

https://t.co/oaKmV3gkcX",1,0,0,0,0,1,0,0,1,0,"negative",-1
"503","U of T Mississauga","RT @UTM : The shuttle bus between #UTM and St. George campuses is cancelled for today, Jan. 17, due to severe weather conditions. 

??https://t.co/WFDBXnychA https://t.co/AZ6u9sqw19",0,0,0,0,0,0,0,0,0,0,"neutral",0
"504","University of Toronto Scarborough","RT @UTSC : #UTSC buildings and facilities remain open with limited access. Remote classes will go ahead as planned, unless otherwise indicated by instructors.

We are monitoring the weather and will update you on any further closures. Stay safe!??#UofT #ONStorm https://t.co/dwL1EZIqqf https://t.co/SYRaUoP9kQ",1,0,0,0,1,1,0,1,1,2,"positive",1
"505","U of T Mississauga","RT @UTM : Due to severe weather conditions, #UTM is CLOSED on Monday, Jan. 17, 2022. 

All remote classes today will continue as scheduled. All in-person U of T Mississauga classes &amp; other on-campus activities are cancelled. 

More info &gt; https://t.co/MPNQ06S6Lo https://t.co/WlJ4NpmSAs",0,1,0,0,0,0,0,1,0,1,"positive",1
"506","University of Toronto","A snowfall warning has been issued for Toronto overnight through to Monday evening. While on-campus activity is limited due to the pandemic, we will provide updates on any changes to #UofT campus operations on social media and our Campus Status page: https://t.co/UNxPiI0ZlR",1,0,0,2,0,2,0,1,2,2,"neutral",0
"507","University of Toronto","Reopened vaccine clinic on #UofT St. George campus set to deliver more than 30,000 doses during latest wave ?? https://t.co/N5b0iqsk94 https://t.co/CmPd2PLeds",0,0,0,0,0,0,0,0,0,1,"positive",1
"508","School of Cities","RT @UofTCities : Youth are leading the discussion on #ClimateJustice in our #Cities globally.
Join the #SofC on Feb 3 at 4 PM (EST) to listen &amp; learn from internationally recognized youth advocates in the field of #ClimateAction, at the ""Youth for Climate Justice"" panel.
https://t.co/YNPGwkOPi8 https://t.co/QWMUjXcDQJ",1,1,0,1,1,0,1,2,0,5,"positive",5
"509","University of Toronto","Mending the gap: #UofT's @MollyShoichet joins team developing new treatments for spinal cord injuries ?? https://t.co/dkaVrx0IIT https://t.co/yGx38pWcXP",0,0,0,0,0,0,0,1,1,1,"neutral",0
"510","University of Toronto Scarborough","RT @UTSC : Wishing a very happy #ThaiPongal to our Tamil community celebrating this multi-day festival! #Pongal #TamilHeritageMonth #UTSC #UofT https://t.co/KqbXr0PCnn",0,3,0,0,3,0,1,1,0,4,"positive",4
"511","Hart House","RT @harthouseuoft : Join us virtually for ""Let's Talk: Careers in Education"" on Jan 25. An esteemed panel of African Black Caribbean educational experts will share their expansive industry knowledge: https://t.co/xokyXXmp7e

@kpeuauoft @uoft @ideas_labuoft @WWCollege @uoftstudentlife @oiseuoft",0,1,0,0,1,1,0,2,1,5,"positive",4
"512","University of Toronto","Reminder ?? Complete any of these 20 activities for self-care &amp; connection from our #UofTHoliday Checklist for your chance to win! Enter by Jan 16. Details at https://t.co/ry3srriQ5b https://t.co/OFkxSOlSUf",0,0,0,0,0,0,1,1,0,1,"positive",1
"513","U of T Varsity Blues","RT @Varsity_Blues : Inspiration dawns on every single person in a different fashion. For Varsity Blues badminton veteran Janelle Wong, the inspiration for her career choice occurred while watching television and has brought her half way around the globe

??: https://t.co/966tTGVZIa https://t.co/jIiCEPAAJg",0,2,0,1,1,1,0,1,1,4,"positive",3
"514","University of Toronto","Symptoms &amp; traits of borderline personality disorder may run in families, according to @UTSC researcher #UofT ?? https://t.co/77E7Y6VyxJ https://t.co/GIDbdNOH3P",0,0,0,1,0,0,0,0,1,0,"negative",-1
"515","Temerty Medicine","RT @uoftmedicine : “As we continue to have conversations around how our society treats gender, race and disability, it’s important to include people with facial differences,"" writes #TemertyMed’s Kariym Joachim in #UofTMed magazine https://t.co/1yTvjaJIrz https://t.co/uxFnJ4Q2CQ",0,1,0,0,0,1,0,2,1,3,"positive",2
"516","U of T Research","RT @researchuoft : Yesterday, the Govt of ???? announced significant support for ground-breaking research @UofT. $26.5-million in federal funds will support 33 new and renewed Canada Research Chairs at #UofT, and $24-million will advance visionary research @UHN_Research. https://t.co/lLWIpaYtQv https://t.co/SV3LD4RDYz",0,2,0,1,2,0,1,2,0,2,"positive",2
"517","University of Toronto",".@UHN &amp; #UofT receive $24-million federal grant for transplant research ?? https://t.co/CW8WV9ZZTA https://t.co/6PmNPLtQ78",0,1,0,0,1,0,0,1,0,1,"positive",1
"518","School of Cities","RT @UofTCities : Exciting #Update from the #School of #Cities!

We're thrilled to share our new brand mark.
Inspired by our goal of achieving data-driven, equitable, accessible, prosperous &amp; diverse cities of tomorrow, the logo pays homage to urban Canadian icons.

Please show it some love. ?? https://t.co/OGkzkU5g6Y",0,3,0,0,5,0,2,4,1,8,"positive",7
"519","University of Toronto","To technoscientist Kristen Bos, science &amp; technology are social &amp; political. See how #UofTGroundbreakers from #UofT's @TorontoSRI &amp; @UofTBRN are working to remove bias in AI algorithms towards greater access &amp; inclusivity. ?? https://t.co/Cr8r8nl0s0 https://t.co/LveifVCrQX",2,0,0,1,0,1,0,0,2,3,"positive",1
"520","Centre for Research & Innovation Support (CRIS)","RT @CRIS_UofT : Join us for session 4 of the ""In conversation with..."" series which explores EDI in Research Methods and Methodologies! 

?? Jan 20
? 11AM-12PM
??https://t.co/X9sPzYdH7E https://t.co/Gl5yCBn8Gj",0,0,0,0,0,0,0,1,0,1,"positive",1
"521","University of Toronto","#UofT computer scientist offers his take on how to prevent 'digital dreams' from becoming 'nightmares' ??? https://t.co/RvdSR7QBUy https://t.co/eOoviOIeyv",0,1,0,1,0,0,0,1,0,1,"positive",1
"522","University of Toronto Student Life","RT @UofTStudentLife : Get back on course! Register today for a Course Correction workshop: Discover how to get a fresh start after an academic setback, unexpected grade or failed course — Tuesday, Jan. 18, 5-6pmET (online). Details here: https://t.co/ddmuWFnYqq #UofT https://t.co/rCFOKIdYHs",0,2,0,1,1,1,1,1,3,2,"negative",-1
"523","University of Toronto","‘If you have a dream, go for it’: #UofT alumna lands job at Google by prioritizing herself ?? https://t.co/wbwTi8Aft4 https://t.co/Ix1z2ltYmV",0,0,0,0,0,0,0,0,0,1,"positive",1
"524","University of Toronto","Struggling? Drop in for real-time support. Chat online with a trained #UofT peer. ?? Learn more about our Peer Support Service here: https://t.co/av379dkEg8 https://t.co/ZnBJUXEvFC",0,1,0,0,0,0,0,1,0,2,"positive",2
"525","Dunlap Institute","RT @DunlapInstitute : ""Whatever astronomy question you're interested in, it all comes back to stars."" 

Watch astronomer @AstrOGrady explain how rare stars help us understand our Universe: https://t.co/oHX1YFwwRS

@SciBry @CDNWomenSTEM @UofT @UofTArtSci @UofTAstro @OSUAstro @chargedcurrent @mrdrout https://t.co/cpXBD6SvtB",0,2,1,1,0,1,0,1,0,4,"positive",4
"526","University of Toronto","The good life: Felix Cheung – who studies well-being – among #UofT's 33 new or renewed Canada Research Chairs ?? https://t.co/5MKRk04X3m https://t.co/eS3Co93S4D",0,1,0,0,1,0,1,1,0,1,"positive",1
"527","U of T Varsity Blues","RT @Varsity_Blues : Show off your Blues pride with new wallpapers! ????

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/dlAXhvYCTR",0,0,0,1,1,1,0,1,1,1,"neutral",0
"528","University of Toronto","Astronomers from #UofT's @DunlapInstitute study Milky Way's 'feeding habits' in search of clues about its origins ?? https://t.co/Ae4VVuesvc https://t.co/dR2wXUZV1X",0,0,0,0,0,0,0,0,0,1,"positive",1
