"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"1487","UWaterloo Alumni","RT @uwaterlooalumni : We're #UWaterlooProud of Hossam Bakir (MHE ’20), Fiqir Worku (BSc ’19) and Richard Norman (PhD ’20)! Their work has benefited racialized people on campus, in healthcare and in the community.

Read more: https://t.co/ZUtUPR9Vwi 

#UWaterloo #UWaterlooAlumni @uwaterloohealth https://t.co/RE10TKwxrY",0,0,0,0,0,0,0,0,0,1,"positive",1
"1488","University of Waterloo","#UWaterloo is reappointing Dominic Barton, a globally renowned business strategist and executive who is serving as Canada’s ambassador to China, to a second term as chancellor. 

Learn more about his reappointment: https://t.co/acAQQbI00e #UWaterlooNews #UWaterlooCommunity https://t.co/7j2aegDLHu",0,1,0,0,0,0,0,3,0,4,"positive",4
"1489","University of Waterloo","Congratulations Jay! ???? #UWaterlooProud https://t.co/gEBzVQ8NYp",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1490","UWaterloo News","RT @UWaterlooNews : Social media use during the early days of the pandemic increased the amount of misinformation about the virus, but also helped spread that misinformation far and wide. 

Read more: https://t.co/hv4FtfQ1Yj #UWaterlooNews #UWaterloo https://t.co/k9B1WreIl2",0,0,0,1,0,1,0,0,2,0,"negative",-2
"1491","University of Waterloo","Join us tomorrow on Feb 26 as we take in a performance, a keynote and a panel of some of our most formidable thinkers in celebration of Black History in Canada and those trailblazers making history right here at #UWaterloo. 

Register: https://t.co/uNvWDkQlCl https://t.co/gjIpzY2Ljt",0,2,0,1,1,1,1,1,1,3,"positive",2
"1492","Waterloo Warriors","RT @WlooWarriors : Be a part of the conversation, help make a change Warriors! 

@WlooAlliance is hosting a second Expression Session on March 3 from 6-8pm! 

Register today! 

https://t.co/Zo0IzTZpho",0,0,0,1,0,0,0,0,0,1,"positive",1
"1493","University of Waterloo","Join us on March 8 for a 2021 International Women's Day  breakfast, where we discuss how diversity and equity are critical to helping power shifts in science, technology, entrepreneurship, and social change, moderated by @ziyatong: https://t.co/ggvw8Opyh8 #IWD2021 #UWaterloo https://t.co/El1tCr7tlw",0,0,0,1,0,0,0,0,0,5,"positive",5
"1494","UWaterloo Alumni","RT @uwaterlooalumni : On Feb 26, @UWaterloo will honour incredible #UWaterloo thinkers and trailblazers in celebration of #BlackHistoryMonth.

This event will include a performance, a keynote address and a panel discussion. 

Register: https://t.co/fnXVsaHezt

#UWaterloo #UWaterlooAlumni https://t.co/lJvcnYE9BR",0,1,0,0,1,0,1,1,0,4,"positive",4
"1495","University of Waterloo","Before his start at #UWaterloo, Chester Dawes (BMath ’99, PDAcc ’99) didn’t know what a high-powered career in finance could look like. 

Read more on his story, from humble beginnings to being a finance leader: https://t.co/exkM4oDlTQ https://t.co/jUw8aj0GMO",0,2,1,0,0,1,0,1,1,3,"positive",2
"1496","University of Waterloo","Tobi Oyewole, a first year Masters of Environmental Studies in Sustainability Management (SUSM) student, wins a United Nations award on business and sustainable development.

Read more about his achievements: https://t.co/YeSNV0zVrG @SEEDWaterloo @envwaterloo #UWaterloo https://t.co/skmfMJXx9T",0,1,0,0,1,0,1,3,0,3,"positive",3
"1497","University of Waterloo","Joanne McKinley, Director of Software Development @Google and @UWaterloo VP Sandra Banks weigh in on creating your own path &amp; the effects #COVID19 has had on women in the workforce. Learn more: https://t.co/JmRqchVGEH https://t.co/BJh3Caqwrc",0,1,0,0,0,0,0,2,0,2,"positive",2
"1498","Waterloo Mathematics","RT @WaterlooMath : The second WWIN webinar is one you won’t want to miss. Joanne McKinley, Director of Software Development at @Google and @UWaterloo VP Sandra Banks weigh in on creating your own path &amp; the effects COVID-19 has had on women in the workforce: https://t.co/cwHUNns5g3 https://t.co/U75kV3APPa",0,1,0,0,0,0,0,2,0,1,"positive",1
"1499","UWaterloo Alumni","RT @uwaterlooalumni : This #BlackHistoryMonth, our @UWaterlooPres reflects on the importance of diversity and how we can address needed systemic changes in our community. 

Read more: https://t.co/lUfQMxvvcf

#UWaterloo #UWaterlooAlumni https://t.co/9qGiLnJRFL",0,1,0,0,0,0,0,0,0,2,"positive",2
"1500","UWaterloo Alumni","RT @uwaterlooalumni : Tizazu Mekonnen, a @WaterlooENG prof is behind the Indigenous &amp; Black Engineering Technology (IBET) PhD project.

It will provide funding &amp; mentoring to support Indigenous &amp; Black students pursuing PhDs in STEM. Read more: https://t.co/zyzEUSg89m

#UWaterloo #UWaterlooAlumni",0,0,0,0,0,1,0,1,1,2,"positive",1
"1501","UWaterloo Alumni","RT @uwaterlooalumni : Deon Nicholas (BMath '15) is the CEO of @forethought_ai, a software company that improves customer service interactions. 

This @WaterlooMath alumnus shared advice &amp; lessons for minority entrepreneurs in this @Forbes interview https://t.co/k74pgScAO5

#UWaterlooAlumni #UWaterloo https://t.co/U8WgetsgCL",0,0,0,0,0,0,0,1,1,1,"neutral",0
"1502","UW Campus Wellness","RT @UW_Wellness : There are so many ways to learn about wellness this week! For more information, go to https://t.co/S0BE5M7v1p https://t.co/VOS0ksVd6z",0,0,0,0,0,0,0,0,0,2,"positive",2
"1503","Ontario's Universities","RT @OntUniv : Not all student work placements or practice settings are created equal. @UWaterloo is teaming up w/ @CEWILCanada to showcase best practices across nine different types of placements, including applied research, cooperative education &amp; internships. #ONpoli https://t.co/K7JBoRwJar",0,0,0,0,0,0,0,1,0,3,"positive",3
"1504","University of Waterloo","How will the work of today change the world of tomorrow?  #UWaterlooAlumni Hossam Bakier (MHE '20), Fiqir Worku (BSc ’19) and Richard Norman (PhD ‘20) share their reflections on #COVID19, healthcare and racial equity – read more: https://t.co/5K06YNbk99 @uwaterlooHREI https://t.co/GLc13hC5TZ",0,2,0,1,1,0,0,1,0,2,"positive",2
"1505","University of Waterloo","Keer Liu was 18 years old when she left China to study computer science @UWaterloo with dreams of becoming a tech industry leader. This year, Liu will have an undergraduate degree in Computer Science and experience building a successful startup. Read more: https://t.co/sljHfsvVsQ https://t.co/j1jsawdkCx",0,1,0,0,1,0,0,2,0,5,"positive",5
"1506","University of Waterloo","@Laurier ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1507","UWaterloo Alumni","RT @uwaterlooalumni : Today's #UWaterlooAlumni Takeover is with @KIWaterloo grad Melanie Osmond (BKI '16)! She works in Fundraising &amp; Events at @SouthlakeFndn, supporting @SouthlakeRHC!

Find about her work &amp; her Netflix favs at: https://t.co/oIBElBymjB #UWaterloo @envwaterloo https://t.co/0FOyj5kk6R https://t.co/L8SZAKgSBU",0,0,0,0,0,0,0,1,0,1,"positive",1
"1508","University of Waterloo","@WlooWarriors @margotflemming @TeamGalusha @WLooCurling ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1509","University of Waterloo","@uwaterloohealth @UWSPHHS @UWRecandLeisure @uwaterlooalumni @UWaterlooNews Great story! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1510","UWaterloo Alumni","RT @uwaterlooalumni : Next Tuesday, @uwaterlooGEDI will host a webinar on how to commercialize innovation at #UWaterloo!

Hear from guests: Evelyn Allen, the CEO &amp; Co-founder of @Evercloak &amp; Scott Inwood, the Director of Commercialization of WatCO.

Register: https://t.co/mPoEZsKTMF #UWaterlooAlumni https://t.co/yJ7HHM6DWb",0,0,0,0,0,0,0,1,0,2,"positive",2
"1511","UWaterloo Grad Studies & Postdoc Affairs","RT @UWaterlooGSPA : To finish off the week, #GRADflix 2021 1st place winner Anna Murynka (@ahnmur), talks about the importance of sharing your graduate research! 

Watch the full GRADflix 2021 playlist to learn about grad student research happening @UWaterloo: https://t.co/CxSB62sl07 https://t.co/Iu3CJ92JhN",0,3,0,1,1,0,1,0,0,4,"positive",4
"1512","TheAlliance-University of Waterloo Athletics & Rec","RT @WlooAlliance : This Friday we Spotlight @wlooswim 3rd Year Student Athlete Jyasi Daniel. A Science &amp; Business Major, Jyasi also is a member of the Alliance. Find a preview of his interview below, and the full interview HERE:

https://t.co/znPedj60oe

#BlackExcellence #UWBlackExcellence https://t.co/KmVn61flNg",0,0,0,0,0,0,0,1,0,3,"positive",3
"1513","Waterloo Science","RT @WaterlooSci : Outside of science, Anna Klinkova loves spending time with animals (like this kangaroo she got to cuddle in Australia in 2019!!! ????), as well as reading, watching sci-fi shows, and travelling! https://t.co/Z6dvXNLEcg",0,1,0,0,1,0,0,1,0,2,"positive",2
"1514","University of Waterloo","Canadian cities received an uninspiring grade on flood preparedness, the costliest type of natural disaster, a new national study from @ICCA_Canada has found. 

Learn more about the study results: https://t.co/Dc9rQu45U8 #UWaterloo #UWaterlooNews #climatechange https://t.co/DBZgmvnSoE",1,1,1,2,1,1,1,1,1,4,"positive",3
"1515","University of Waterloo","@uwdailybulletin @uwaterloohealth Great episode! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1516","Waterloo's Cheriton School of Computer Science","RT @UWCheritonCS : Of all industries, tourism is among the hardest hit by the pandemic. But Driftscape, an app created in the lab of Distinguished Prof Emeritus Don Cowan, lets you continue to explore: https://t.co/7HPtofNWmv

Check out Guelph's hidden and historic buildings
https://t.co/AH6gyKcYdj https://t.co/K9fiSbhSM0",1,2,0,1,0,1,0,2,3,3,"neutral",0
"1517","University of Waterloo","@UWCheritonCS A great story! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1518","University of Waterloo","Keer Liu was 18 years old when she left China to study computer science @UWaterloo with dreams of becoming a tech industry leader. This year, Liu will have an undergraduate degree in Computer Science and experience building a successful startup. Read more: https://t.co/sljHfsNwko https://t.co/DMakVRUVHk",0,1,0,0,1,0,0,2,0,5,"positive",5
"1519","Waterloo Research","RT @UWResearch : Join us in celebrating Black history in ""Rooted in History: A Celebration of Black History as Canadian History."" The event will feature a panel of some of our most formidable thinkers at @UWaterloo, including our VPRI Charmaine Dean. Learn more at: https://t.co/zPOBZMa3nB https://t.co/h9E2ydBth4",0,2,0,1,2,1,1,2,1,7,"positive",6
"1520","University of Waterloo","@SDSNCanada @jahanvidesai7 @SDGalliance ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1521","University of Waterloo","Our new @uwbulletin podcast, #UWaterloo Professor John Hirdes discusses a study he led that checked-in with Canadians several times during the early months of the pandemic, yielding some surprising results about our #mentalhealth. 

Learn more: https://t.co/DMjcyqVHTq https://t.co/Wo2zE0x44T",0,0,1,1,0,1,1,1,2,3,"positive",1
"1522","University of Waterloo","Happy Friday, #Warriors! ????

??: @Besthypothesis https://t.co/2eLEzgrsXY",0,1,0,0,1,0,0,1,0,1,"positive",1
"1523","University of Waterloo","The Indigenous Speakers Series returns this term with the first of our online events featuring Dr. Evan Adams addressing the impacts of #COVID19 on Indigenous communities in Canada. 

Learn more: https://t.co/tsu3Y4rgaE #UWaterloo https://t.co/pKwnubXdNG",0,0,0,0,0,0,0,1,0,1,"positive",1
"1524","University of Waterloo","@uwaterlooalumni @SefunmiOshy ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1525","University of Waterloo","@NailaKeletaMae @uwaterlooARTS @claireshegoes @BFC_UW Thank you for all the work you do @NailaKeletaMae! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1526","University of Waterloo","Want advice on how to build your own products or launch a start-up? ??

Check out this story on Sefunmi Osinaike (BASc '17), as he shares his experience as the co-founder of Co.Lab and product manager of Copper: https://t.co/Q3MMZieozT #UWaterlooAlumni #UWaterloo https://t.co/Cjv3Eo4ldp",0,2,0,0,0,0,0,1,0,2,"positive",2
"1527","UWaterloo Co-operative and Experiential Education","RT @HireWaterloo : We are so grateful for our @UWaterloo employers who provide our students with learning opportunities that prepare them for the #FutureofWork. That’s why we want to celebrate YOU! ?? Apply to our CEE Employer Impact Awards today: https://t.co/QT1NX3a0ht",0,1,0,0,0,0,0,1,0,4,"positive",4
"1528","University of Waterloo","""#COVID19 is showing everyone the huge necessity of safeguarding the public health-care system because we are all so connected."" 

Read more about how Ian Cromwell (BSc ’07) found his path: https://t.co/PdXq86gPJA #UWaterloo #UWaterlooMagazine https://t.co/oYnt0mbggk",0,1,0,0,1,1,0,2,0,2,"positive",2
"1529","ScholarshipsCanada","RT @ScholarshipsCA : Still in grade 10, but looking ahead to your future?

Join @UWaterloo's virtual grade 10 family night event to learn about your options for university, future careers, and financial aid.

TONIGHT at 6pm eastern: https://t.co/pbIkh1mJoX

#university #highschool https://t.co/PiqO8pkzbO",0,1,0,0,0,0,0,0,0,5,"positive",5
"1530","UWaterloo Alumni","RT @uwaterlooalumni : Chérisse Mike's (BA ’17) video project tackled misconceptions in Africa and the Caribbean at #UWaterloo. This inspired schools in America &amp; Canada to do the same!

Read her story: https://t.co/zFWPk16moO
#UWaterlooAlumni @uwaterlooARTS https://t.co/PRyg8u2LAT",0,0,0,0,1,0,1,1,0,1,"positive",1
"1531","University of Waterloo","@UWRecandLeisure @uwaterloohealth @uwaterlooalumni @WlooWarriors @WlooMHKY ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1532","Waterloo Region DSB","RT @wrdsb : [EVENT] Families of Grade 10 students! @UWaterloo is hosting a virtual Family Night on February 18. Learn what you can do now to prepare for post-secondary education. Speakers will give a #university overview and tips on how to choose a program. #WRDSBgrad https://t.co/EYMuD9iCFU",0,2,0,0,0,0,0,0,0,3,"positive",3
"1533","University of Waterloo",".@NailaKeletaMae's research and teaching in the @UWTheatrePerf program (Department of Communication Arts) centres on notions of blackness and freedom as expressed through art and performance. 

Read more about her work: https://t.co/uRbbslK1QB #UWaterloo @uwaterlooARTS https://t.co/S6YRG4mTKe",0,1,0,1,2,2,1,2,1,2,"positive",1
