,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Institute for Earth and Space Exploration,Western University,,,,,,,,,,,,2020-11-24T18:22:00.000Z,Tue Nov 24 18:22:00 +0000 2020,0,"RT @westernuSpace : China's Change-5 mission is off to the?? This will be China's first sample return mission. 

@newscientist talked to @WesternU's @planet_neish amongst others about this exciting mission. 

Read more about this mission here: https://t.co/I9laBtOhEF https://t.co/mcPGIDstxB",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.newscientist.com/article/2260575-china-has-launched-its-most-advanced-mission-to-the-moon-yet/?utm_medium=social&utm_campaign=echobox&utm_source=Twitter#Echobox=1606164170 https://twitter.com/newscientist/status/1330975128826605575 ,0,3,,,
Student Central,Western University,,,,,,,,,,,,2020-11-24T17:22:04.000Z,Tue Nov 24 17:22:04 +0000 2020,0,"RT @westernuReg : #WesternU Course Feedback is now open. Complete yours today to be entered to win the early bird prizes – Amazon gift cards and Apple AirPods Pro – as well as the grand prize, a new smartphone! Login today at https://t.co/exjpSOAKBB. https://t.co/JPQnlbObYh",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://feedback.uwo.ca ,1,0,photo,https://pbs.twimg.com/media/EniT54JXYAA2kvF.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-24T13:43:53.000Z,Tue Nov 24 13:43:53 +0000 2020,0,"@Arcuna Hi there - sorry about that! Please email alumni-social@uwo.ca, they’ll be able to help you out.",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-23T17:06:07.000Z,Mon Nov 23 17:06:07 +0000 2020,12,Here's research to put a bounce in your step: a new #WesternU study shows having a virtual workout buddy – plus shared rewards amounting to pennies a day – can motivate you to be more physically active. @westernuFHS #getmoving https://t.co/6unMJwsN5n,5,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2020/11/buddies-and-cash-motivate-exercise/ ,2,1,,,
CBCLondonMorning,Western University,,,,,,,,,,,,2020-11-23T12:32:11.000Z,Mon Nov 23 12:32:11 +0000 2020,0,RT @LondonMorning : How have Indigenous communities managed the pandemic? What unique challenges are they facing? That's the subject of a panel discussion this afternoon. And @westernuSocSci's @Geeziskwe will be presenting her research on the topic. She's our guest at 7:37. #LdnOnt https://t.co/brpTfeT4Xb,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,2,photo,https://pbs.twimg.com/media/EngHpPqXIAAyrDy.jpg,
Kara Hannah,Western University,,,,,,,,,,,,2020-11-23T03:33:01.000Z,Mon Nov 23 03:33:01 +0000 2020,0,RT @karaehannah : Fall colours on @WesternU’s campus last month. ?? https://t.co/ICY9Vg94lA,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/EnYje4pW8AEOpO7.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-22T00:16:48.000Z,Sun Nov 22 00:16:48 +0000 2020,2,@mysharona01 The University is collaborating with the MLHU on contact tracing and is supporting students who require quarantining and testing.,0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,0,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-21T23:54:20.000Z,Sat Nov 21 23:54:20 +0000 2020,54,"#TakeCareWesternU. We must all take persistent steps to take care of ourselves, each other, and our community:
? Limit your contacts
? Practice physical distancing
? Wear a mask 
? Wash your hands thoroughly 
? Get tested on campus if you have #COVID19 symptoms https://t.co/0y7CGb8ZWx",24,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/EnYrd20W4AUq9vR.jpg,
Dr. Nicole Kaniki,Western University,,,,,,,,,,,,2020-11-21T21:19:01.000Z,Sat Nov 21 21:19:01 +0000 2020,0,RT @dr_kaniki : Inviting all Canadian Academics and others for an important conversation we are having @WesternU https://t.co/hvh0EJ9C0b,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/WesternU/status/1329458205840322560 ,0,1,,,
Social Sci @WesternU,Western University,,,,,,,,,,,,2020-11-21T19:19:00.000Z,Sat Nov 21 19:19:00 +0000 2020,0,"RT @westernuSocSci : Canada may be facing a colder than normal winter, but despite that getting outside for physical activity will still be important to maintain good mental and physical health, says @david_dozois  https://t.co/9jraV9l9qm",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.ctvnews.ca/health/coronavirus/winter-could-put-a-chill-on-canada-s-top-covid-19-coping-strategy-1.5194306 ,0,1,,,
CIFAR,Western University,,,,,,,,,,,,2020-11-21T19:19:00.000Z,Sat Nov 21 19:19:00 +0000 2020,0,"RT @CIFAR_News : What is COVID-19 ""brain fog"" and why do many people experience it? CIFAR program co-director Adrian Owen @Comadork @WesternU is working to shed light on it with a study supported by CIFAR. 

https://t.co/UbLMbKuCX1 https://t.co/M9LZUOwm6s",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://globalnews.ca/news/7462161/covid-19-coronavirus-longhaulers-effects-brain/ ,0,2,photo,https://pbs.twimg.com/media/EnIMfVJWEAM4gJM.jpg,
ashley irvine,Western University,,,,,,,,,,,,2020-11-21T17:17:00.000Z,Sat Nov 21 17:17:00 +0000 2020,0,RT @aeirvine : I just participated in #KindMail! One of my favourite @WesternU initiatives. Send a note of encouragement to a #WesternU student during finals - they need it this year more than ever!! https://t.co/PmoE1jJFZn via @westernuAlumni,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://westernconnect.ca/kindmail ,2,2,,,
Schulich WesternU,Western University,,,,,,,,,,,,2020-11-21T15:36:44.000Z,Sat Nov 21 15:36:44 +0000 2020,0,"RT @SchulichMedDent : Dr. Nitin Mohan (@nitin_m85) worries circuit breaker lockdowns, touted as a way to quickly bring down #COVID19 case counts, leave essential workers at risk. ""Our economies are held together by essential workers who are often the most vulnerable members of society.""",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,1,,,
Ivey Business School,Western University,,,,,,,,,,,,2020-11-21T11:09:00.000Z,Sat Nov 21 11:09:00 +0000 2020,0,"RT @iveybusiness : For siblings @KelseyRamsden, MBA ’04, and Trent Kitsch, MBA ’07, #entrepreneurship runs in the family. Learn what the serial entrepreneurs had to say about building their brands. @IveyMIFE @iveyalumni @MindCureHealth @saxxunderwear @KitschWines

https://t.co/g7QvVwrrjo",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.ivey.uwo.ca/news/news-ivey/2020/november/ivey-entrepreneurs-discuss-how-family-shaped-their-startup-journeys/ ,1,5,,,
Centre for Teaching and Learning,Western University,,,,,,,,,,,,2020-11-21T04:31:00.000Z,Sat Nov 21 04:31:00 +0000 2020,0,"RT @westernuCTL : For most courses, Western’s Fall 2020 course feedback period is now open. For more information, https://t.co/KtX6UDDCRe. For tips on encouraging students to complete the SQCTs, please see https://t.co/zQDnHQ4S1s.",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://www.yourfeedback.uwo.ca/instructors.cfm http://www.yourfeedback.uwo.ca/instructorsPromoting.cfm ,0,0,,,
WORLDiscoveries®,Western University,,,,,,,,,,,,2020-11-21T01:56:01.000Z,Sat Nov 21 01:56:01 +0000 2020,0,"RT @WORLDiscoveries : The Graduate Student Innovation Scholars (GSIS) program provides #WesternU #graduate students the opportunity to develop expertise in #entrepreneurship and #commercialization. Add value to your degree and to your research, apply today. https://t.co/2t2WXup1D6 https://t.co/df1XtrpBcv",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://sis.uwo.ca ,4,0,photo,https://pbs.twimg.com/media/EnMyv1tW8AAB2oB.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-20T23:23:01.000Z,Fri Nov 20 23:23:01 +0000 2020,30,"We’re celebrating ?Five Years of #KindMail!? That’s five years and 6600+ messages sent to cheer our students on during their exams and finals. That’s KIND of amazing. ???? @westernuAlumni 
https://t.co/wc745wbCGn",7,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,http://westernconnect.ca/kindmail ,1,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-20T18:05:00.000Z,Fri Nov 20 18:05:00 +0000 2020,4,"Findings in the newest report from @transpulseca demonstrate that trans and non-binary Canadians who also identify as or are perceived as people of colour face increased levels of physical violence, harassment and sexual assault. #TDOR #westernu 
https://t.co/5jGJWIPD7I",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2020/11/racialized-trans-and-non-binary-canadians-report-increased-harassment-and-violence/ ,2,1,,,
Alessia Passafiume,Western University,,,,,,,,,,,,2020-11-20T17:17:01.000Z,Fri Nov 20 17:17:01 +0000 2020,0,"RT @alespassafiume : In my first year at @WesternU, I remember being so excited to read the Kind Mail my floor received. This morning, as a new alumna, I got an email saying I could send Kind Mail to current students and it feels GOOD. Great initiative @westernuAlumni 
https://t.co/V8Wmpah63s",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://westernconnect.ca/kindmail ,0,2,,,
Gordon Oz Osinski,Western University,,,,,,,,,,,,2020-11-20T16:20:04.000Z,Fri Nov 20 16:20:04 +0000 2020,0,RT @drcrater : A beautiful day to be back on the @WesternU campus. Looking forward to our second all day Western Leaders Academy workshop. Loving my new @westernuScience face mask! https://t.co/vWwsyMfzfC,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,2,photo,https://pbs.twimg.com/media/EnRTw8QWEAA2DDr.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-20T15:59:19.000Z,Fri Nov 20 15:59:19 +0000 2020,2,@PaoloAPalma @pcxd13 Oh no! If you waited more than 2 years to pick it up you can order a replacement diploma when you are ready to get it. https://t.co/EplKlCN8s0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,https://www.registrar.uwo.ca/services/degreediplomas.html ,0,2,,,
Western University,Western University,,,,,,,,,,,,2020-11-20T15:41:32.000Z,Fri Nov 20 15:41:32 +0000 2020,14,"#WesternU #COVID19 testing centre will be open tomorrow (Saturday, November 21) from 9 a.m. until Noon, and also Monday, November 23 through Friday, November 27 from 9:30 a.m. until 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf",13,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/testing.html ,3,0,,,
Chris DeGroot ??,Western University,,,,,,,,,,,,2020-11-20T12:08:00.000Z,Fri Nov 20 12:08:00 +0000 2020,0,RT @ct_degroot : 4 ?? parking spots ?? 50 ?? parking spots. Thanks @WesternU for prioritizing active transportation! https://t.co/4n1RQgQJCz https://t.co/9yGo6nTa6t,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/ct_degroot/status/1326194346996232192 ,0,1,photo,https://pbs.twimg.com/media/EnJ6ZzeW8AMWlID.jpg,
TechAlliance,Western University,,,,,,,,,,,,2020-11-20T11:09:00.000Z,Fri Nov 20 11:09:00 +0000 2020,0,"RT @TechAlliance : Boost your fave @WesternU venture with an extra $2,500 this Global Entrepreneurship Week! ?? #GEW2020

Amplify's ""People's Choice Award"" is open until NOV 20. Watch pitches from investor-ready startups +  cast your vote! ? https://t.co/IbmO7rWKsX @westernuPropel @IveyMIFE",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://woobox.com/juwcbf/n47ph0 ,1,2,,,
Rebecca Wagner ??,Western University,,,,,,,,,,,,2020-11-20T04:31:00.000Z,Fri Nov 20 04:31:00 +0000 2020,0,"RT @BecLizWag : Thank you @westernuAlumni for hosting one of the best discussions on #covid_19 I've had the privilege of listening to.  

Thoughtful and diverse perspectives shared by some #purpleandproud @WesternU researchers! 

#wordsldn #WesternU #gladtobeagrad ?? https://t.co/WXMGQDVvhh",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,5,2,photo,https://pbs.twimg.com/media/EnJi6vnWMAApGEu.jpg,
Tonya Ward,Western University,,,,,,,,,,,,2020-11-20T03:33:01.000Z,Fri Nov 20 03:33:01 +0000 2020,0,RT @T_L_Ward : Dr. Kathleen Hill @WesternU was ?? the reason where I am today. She was such a powerful influence and mentor. https://t.co/jrTldxTZlD,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/Murphy_Lab_OU/status/1329145540588736512 ,0,1,,,
Roberta Bgeginski,Western University,,,,,,,,,,,,2020-11-20T01:56:01.000Z,Fri Nov 20 01:56:01 +0000 2020,0,"RT @RBgeginski : ?????? @WesternU 

#snow #postdoclife #UWO https://t.co/QmxDQamjmW",0,und,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/EnKFbUgXcAE87Zz.jpg,
Western University,Western University,,,,,,,,,,,,2020-11-20T00:33:01.000Z,Fri Nov 20 00:33:01 +0000 2020,28,".@BresciaUC grad Mandi Fields is 1 of 3 nominees being recognized for their social impact tonight at @PillarNN's #PCIA20.  She is a visionary community organizer and volunteer focused on everything from period poverty, to anti-bullying. https://t.co/aMVGC9M9Nx #westernu",3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://pillarnonprofit.ca/pillar-community-innovation-award-finalists-2020 ,2,2,,,
Western University,Western University,,,,,,,,,,,,2020-11-19T23:23:00.000Z,Thu Nov 19 23:23:00 +0000 2020,28,"We're #purpleandproud of #WesternU student Lena Schreyer, founder of @beecuz_inspire and one of the @PillarNN Community Innovation finalists at tonight's #PCIA20. #ldnont https://t.co/iFFToeYmYM",3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://twitter.com/PillarNN/status/1323279452239994880 ,4,2,,,
Western University,Western University,,,,,,,,,,,,2020-11-19T22:45:05.000Z,Thu Nov 19 22:45:05 +0000 2020,7,"Tonight, at the Annual @PillarNN Community Innovation Awards, we celebrate how individuals, organizations and enterprises are investing in positive community impact in our region. https://t.co/MJibSA17BF #ldnont #westernu #PCIA20",2,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://pillarnonprofit.ca/communityinnovationawards ,3,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-19T20:58:45.000Z,Thu Nov 19 20:58:45 +0000 2020,25,"#COVID19 Update: With eight confirmed positive cases in Saugeen-Maitland Hall residence, Western is working closely with @mlhealthunit to notify and support students, including contact tracing and all necessary testing and quarantine arrangements. https://t.co/0wiTMSC2LO",22,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/updates/nov19.html ,1,1,,,
Western University,Western University,,,,,,,,,,,,2020-11-19T19:49:01.000Z,Thu Nov 19 19:49:01 +0000 2020,12,We are so #purpleandproud of all our Global Winners and highly commended students in the 2020 Global Undergraduate Awards. We are also a proud partner of this exceptional global movement to recognize excellent students from across the world. #globalwesternu #AwardYourWork https://t.co/w3EptzNmbL,1,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://twitter.com/UndergradAward/status/1329110872124510211 ,3,0,,,
CBCLondonMorning,Western University,,,,,,,,,,,,2020-11-19T18:15:06.000Z,Thu Nov 19 18:15:06 +0000 2020,0,"RT @LondonMorning : What can we learn from astronauts in quarantine? @westernuPsych PhD candidate @mccinamin has been researching the topic + will share her best advice for getting through tough times. #ldnont @WesternU

READ: https://t.co/Br8oQHmxzz https://t.co/zkMi4WWut0",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://mediarelations.uwo.ca/2020/11/18/office-space/ ,1,3,photo,https://pbs.twimg.com/media/EnLlRN4WEAMKURl.png,
Western University,Western University,,,,,,,,,,,,2020-11-19T16:15:11.000Z,Thu Nov 19 16:15:11 +0000 2020,64,"Join us for a thoughtful examination of one of the most divisive words in the English language, the N-word. This important conversation is part of ongoing work to support #WesternU’s mission of equity, diversity and inclusion, and anti-racism. #cdnpse https://t.co/JfjCOd5tLR",64,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://president.uwo.ca/anti-racism/ ,2,0,,,
RSC // SRC,Western University,,,,,,,,,,,,2020-11-19T12:08:01.000Z,Thu Nov 19 12:08:01 +0000 2020,0,"RT @RSCTheAcademies : Join panelists @Geeziskwe @WesternU, @Karineduhamel1 and @jencandlish @LaurentianU on Nov 23 to further explore the #INDIGENOUS responses to #COVID19. Moderated by Anishinaabe journalist and speaker @TanyaTalaga @globeandmail. Register before Nov 20 &gt; https://t.co/3NItsg6x9a https://t.co/TpGxgXUUov",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.eventbrite.com/e/coee2020-indigenous-responses-to-covid-19-tickets-129042961973 ,2,7,photo,https://pbs.twimg.com/media/EnHshJSXYAMLDOg.jpg,
