,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
University of Toronto,University of Toronto,,,,,,,,,,3117,,2020-11-12T22:01:30.000Z,Thu Nov 12 22:01:30 +0000 2020,18,#UofT partners with @paletteskills to help re-skill Canadian workers ?? https://t.co/PmNWfu3bpX https://t.co/gq4ohwqTKg,4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6be ,1,1,photo,https://pbs.twimg.com/media/Emp4S4mWEAAem5q.jpg,https://pbs.twimg.com/media/EaqKenxWsAELHWs.jpg
University of Toronto,University of Toronto,,,,,,,,,,3118,,2020-11-12T21:01:52.000Z,Thu Nov 12 21:01:52 +0000 2020,55,"#UofT's @MelSariffodeen, who graduates from @OISEUofT this fall, recognized for teaching Canadians to code #UofTGrad20 ?? https://t.co/nDEgVmVJ68 https://t.co/Bx6ITmg95X",8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6bd ,2,2,photo,https://pbs.twimg.com/media/Emprv0nXcAAWTBJ.jpg,https://pbs.twimg.com/media/Eap5EwnXgAATnG1.jpg
U of T Alumni,University of Toronto,,,,,,,,,,3119,,2020-11-12T20:50:03.000Z,Thu Nov 12 20:50:03 +0000 2020,0,"RT @uoftalumni : We are excited to announce the 2020 recipients of the #ArborAwardsUofT!  

Learn more about the history of the Arbor Awards and why generous volunteers are so essential to our @UofT community: a thread. ?? https://t.co/QBJxV80Wua https://t.co/32OhPOZu2y",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3kim9H9 ,1,1,video,https://video.twimg.com/amplify_video/1326206923260243969/vid/320x320/Oaz78qYcXd_iIH3u.mp4?tag=13,https://pbs.twimg.com/media/Eap1NWwWAAA1vho.jpg
University of Toronto,University of Toronto,,,,,,,,,,3120,,2020-11-12T20:02:51.000Z,Thu Nov 12 20:02:51 +0000 2020,19,"Celebrate your #UofTGrad20 experience with our customized #UofT Zoom backgrounds, GIPHY stickers, Instagram activities &amp; Facebook frame ?? https://t.co/5gD5fFUF5t https://t.co/7eEPhDET3b",5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/CVDL ,2,0,photo,https://pbs.twimg.com/media/Empef4cXUAEOLpB.jpg,
Temerty Medicine,University of Toronto,,,,,,,,,,3121,,2020-11-12T19:01:02.000Z,Thu Nov 12 19:01:02 +0000 2020,0,"RT @uoftmedicine : The discovery of insulin had an unquestionable ripple effect on the world – but there remain many unknowns about insulin and diabetes. 

The new issue of #UofTMed magazine examines the past and the future of diabetes care and discovery. 
#insulin100 https://t.co/X5znR5gI4f",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://bit.ly/2JYSBBP ,2,0,,,
University of Toronto,University of Toronto,,,,,,,,,,3122,,2020-11-12T18:04:30.000Z,Thu Nov 12 18:04:30 +0000 2020,45,Looking to celebrate your #UofTGrad20 in #UofT Convocation regalia? Rent an optional gown &amp; hood from Gaspard that is delivered right to your home. Rental rates &amp; shipping costs apply. ?? https://t.co/vho9uJIxAm https://t.co/EE7gRTOP1F,15,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://bit.ly/2UajLrc ,2,0,photo,https://pbs.twimg.com/media/EmpFFaTWMAE5mQI.jpg,
University of Toronto,University of Toronto,,,,,,,,,,3123,,2020-11-12T17:00:36.000Z,Thu Nov 12 17:00:36 +0000 2020,11,"Today at 1 pm EST join #UofT, @MasseyCollege &amp; @GermanyinTO as German and Canadian journalists discuss ""Facts, feelings and truth. A mid-pandemic look at the media.""

Watch the 2nd annual virtual symposium here: https://t.co/pQMqH8E4hS #GCMS2020 https://t.co/OKc4NmTDXI",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/38wrI2m ,2,2,photo,https://pbs.twimg.com/media/EmonN5rXcAMBU1G.jpg,
U of T Varsity Blues,University of Toronto,,,,,,,,,,3124,,2020-11-12T16:01:05.000Z,Thu Nov 12 16:01:05 +0000 2020,0,"RT @Varsity_Blues : Physiotherapists are the largest working group at the Olympic Games and @UofT figure skater Emma Jianopoulos is ready to join the team that keeps athletes at their best. ?

?? https://t.co/gbETZXv8dY 

WE ALL #BLEEDBLUE | #WeAreTO | #StudentAthleteStories ? https://t.co/rq1xsSPVJ0",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3peH3dI ,3,1,photo,https://pbs.twimg.com/media/EmoP6rnW4AEyh4n.jpg,
University of Toronto,University of Toronto,,,,,,,,,,3125,,2020-11-12T15:01:30.000Z,Thu Nov 12 15:01:30 +0000 2020,12,‘Another level of precaution &amp; safety’: @UofT_dlsph's Vivek Goel on the latest mask guidelines #UofT ?? https://t.co/BoroYzCqmm https://t.co/qRztVyaIl3,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6b6 ,1,1,photo,https://pbs.twimg.com/media/EmobMHhXEAASdAL.jpg,
University of Toronto,University of Toronto,,,,,,,,,,3126,,2020-11-11T22:05:30.000Z,Wed Nov 11 22:05:30 +0000 2020,125,#UofT community honours the fallen during virtual #RemembranceDay ceremonies #UofTRemembers ?? https://t.co/Stavhu9Zzf https://t.co/w3TXlNNbXX,24,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6b2 ,3,0,photo,https://pbs.twimg.com/media/EmkyXWFXUAIvrgi.jpg,https://pbs.twimg.com/media/EaplWxPWAAANnWQ.jpg
University of Toronto,University of Toronto,,,,,,,,,,3127,,2020-11-11T21:30:59.000Z,Wed Nov 11 21:30:59 +0000 2020,46,#UofT experts receive nearly $2.5 million from @InnovationCA for collaborative research on #COVID19 ?? https://t.co/1VG8RsyxUu https://t.co/nl6rRbn3Qa,6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6b1 ,2,1,photo,https://pbs.twimg.com/media/Emkn9hgW8AACqLw.jpg,
U of T Libraries,University of Toronto,,,,,,,,,,3128,,2020-11-11T21:11:36.000Z,Wed Nov 11 21:11:36 +0000 2020,0,"RT @uoftlibraries : Today, we commemorate those who served. The “Doing Our Bit: Personal Narratives from the First World War” online exhibit shares the diverse experiences of the Great War. Join us in honouring their stories ?? #RemembranceDay #UofTRemembers #UofT https://t.co/y1I29zGcvN https://t.co/64aIww8dqD",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://go.utlib.ca/utlremembers ,3,0,photo,https://pbs.twimg.com/media/EmkFdBFXIAAPA0A.jpg,https://video.twimg.com/ext_tw_video/1272871422755573760/pu/vid/480x270/WY0TyFoHP9OGkm_d.mp4?tag=10
University of Toronto Student Life,University of Toronto,,,,,,,,,,3129,,2020-11-11T21:08:33.000Z,Wed Nov 11 21:08:33 +0000 2020,0,"RT @UofTStudentLife : Feeling unsure about the work that you do? There's lots of help available. Your profs, TAs, writing centres and librarians are ready to help. For more smart strategies, please visit
https://t.co/NSboLU1S8B #UofT https://t.co/0XWY3tzHih",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://academicintegrity.utoronto.ca ,1,0,photo,https://pbs.twimg.com/media/EmkFJ_vWEAEwqOW.png,https://pbs.twimg.com/media/EaplKawUYAArT1_.jpg
U of T Engineering,University of Toronto,,,,,,,,,,3130,,2020-11-11T21:07:57.000Z,Wed Nov 11 21:07:57 +0000 2020,0,"RT @uoftengineering : Set your alarms, #UofTEngineering undergrads??: @uoftengdean's World Tour begins tomorrow, starting at 7 AM (Eastern time) in Southeast and East Asia ??. https://t.co/oYgKuwGuu1",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,,1,1,photo,https://pbs.twimg.com/media/Emj6_chXUAEHNHd.jpg,
U of T Entrepreneurship,University of Toronto,,,,,,,,,,3131,,2020-11-11T21:01:01.000Z,Wed Nov 11 21:01:01 +0000 2020,0,"RT @UofTStartup : Not sure how to protect the research you’ve been meticulously developing for three years? Find out TOMORROW with #uoftstartup and our amazing panelists with expertise in protecting #innovation ??

Register here: https://t.co/XUQhON6pNM https://t.co/5y62TvRUdi",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://ow.ly/RZcP50ChUtJ ,2,0,photo,https://pbs.twimg.com/media/Emj7Gq5W4AIHh0d.jpg,
University of Toronto,University of Toronto,,,,,,,,,,3132,,2020-11-11T20:46:27.000Z,Wed Nov 11 20:46:27 +0000 2020,22,"Congratulations @MollyShoichet, this honour is well deserved! https://t.co/yxkNolFaDY",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/MollyShoichet/status/1326378548341444610 ,0,1,,,https://pbs.twimg.com/media/EapjpiXX0AETNfU.jpg
University of Toronto,University of Toronto,,,,,,,,,,3133,,2020-11-11T20:01:38.000Z,Wed Nov 11 20:01:38 +0000 2020,112,"#UofT's @MollyShoichet, a world-leading researcher in tissue engineering, has received the @NSERC_CRSNG Gerhard Herzberg Canada Gold Medal for Science &amp; Engineering – Canada’s most prestigious award for science &amp; engineering research. ?? https://t.co/FqMiA8EOWD https://t.co/7ubHE57MVu",20,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6aW ,1,2,photo,https://pbs.twimg.com/media/EmkWThtXYAAJ9hb.jpg,https://pbs.twimg.com/media/EapSPV2XkAYuFF_.jpg
University of Toronto,University of Toronto,,,,,,,,,,3134,,2020-11-11T19:01:26.000Z,Wed Nov 11 19:01:26 +0000 2020,20,"#RemembranceDay: From asbestos to exhaust, #UofT alumnus from @UofT_dlsph mitigates environmental health threats for Canada's soldiers ?? https://t.co/Kww3W79gWk https://t.co/Huhf4ojxzt",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6aY ,2,1,photo,https://pbs.twimg.com/media/EmkG5KjWMAIyM3P.jpg,https://pbs.twimg.com/media/EapSuk0WoAAp35o.jpg
University of Toronto,University of Toronto,,,,,,,,,,3135,,2020-11-11T18:01:00.000Z,Wed Nov 11 18:01:00 +0000 2020,27,"#UofTRemembers: On November 11, remember those who served and sacrificed for freedom. #CanadaRemembers https://t.co/YbTvvAtrI6",8,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,2,0,video,https://video.twimg.com/amplify_video/1326276663211151361/pl/tBIWkjjA4AlP0qKn.m3u8?tag=13,https://pbs.twimg.com/media/EapVWP3WkAI_aUc.jpg
University of Toronto,University of Toronto,,,,,,,,,,3136,,2020-11-11T17:11:10.000Z,Wed Nov 11 17:11:10 +0000 2020,41,"Through training &amp; research, #UofT researchers from @UofTMedicine seek to improve mental health outcomes for Canada's veterans #RemembranceDay https://t.co/JSvJ8X5tI9 https://t.co/QOR7H9xZZG",7,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6aV ,2,1,photo,https://pbs.twimg.com/media/Emjup5qXIAAMCip.jpg,https://pbs.twimg.com/media/EapHdKBXYAEMD9G.jpg
U of T Varsity Blues,University of Toronto,,,,,,,,,,3137,,2020-11-11T16:49:09.000Z,Wed Nov 11 16:49:09 +0000 2020,0,RT @Varsity_Blues : Lest We Forget https://t.co/GP72M8HNWc,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/Emiu2-sXMAAyfZi.jpg,https://video.twimg.com/tweet_video/EapFei3WoAIvodU.mp4
UofT Archives,University of Toronto,,,,,,,,,,3138,,2020-11-11T16:49:01.000Z,Wed Nov 11 16:49:01 +0000 2020,0,"RT @UTArchives : Taking a moment to remember #LestWeForget University of Toronto #RemembranceDay Ceremony on November 11, 1939. #archives #UofT https://t.co/kIYp7zcJMg",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,4,0,photo,https://pbs.twimg.com/media/EmibItlXEAEmyRj.jpg,
U of T Alumni,University of Toronto,,,,,,,,,,3139,,2020-11-11T16:26:43.000Z,Wed Nov 11 16:26:43 +0000 2020,0,"RT @uoftalumni : #UofTRemembers: Over a hundred years later, the iconic poem written by @UofT alum John McCrae endures as a tribute to the fallen on #RemembranceDay.

In Flanders fields the poppies blow
Between the crosses, row on row... https://t.co/njltFAzeDx",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,2,1,photo,https://pbs.twimg.com/media/Emjg7ddXEAIFLuX.jpg,https://pbs.twimg.com/media/Eao3U2zWoAQI0HH.jpg
University of Toronto Scarborough,University of Toronto,,,,,,,,,,3140,,2020-11-11T15:35:22.000Z,Wed Nov 11 15:35:22 +0000 2020,0,"RT @UTSC : Today we remember our fallen veterans and acknowledge the courage of those who continue to serve our country. All flags will be flown at half-mast in honour of #RemembranceDay. #UofT #LestWeForget 
Our virtual #RemembranceDay ceremony is open to all: https://t.co/m6y8CMl7MP https://t.co/e9PkDLKpdS",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://uoft.me/RemembranceDay ,4,0,photo,https://pbs.twimg.com/media/EmjXoymVoAA6Gt_.jpg,https://pbs.twimg.com/media/EaoqhEXU4AAag5B.jpg
U of T Mississauga,University of Toronto,,,,,,,,,,3141,,2020-11-11T15:35:17.000Z,Wed Nov 11 15:35:17 +0000 2020,0,"RT @UTM : Nov. 11 | #RemembranceDay Livestream

The #UTM community honours and remembers members of the armed forces who have given their lives in the service of their country. ?? 

Join our online ceremony from 10:30 - 11:30 AM &gt; https://t.co/zwSCzjFJz5

#LestWeForget #UofTRemembers https://t.co/eeYuwiBpvu",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2m9G2ax ,4,0,photo,https://pbs.twimg.com/media/EmjLjd1W4AAX6hq.jpg,https://pbs.twimg.com/media/EalWO3KXkAAUk4q.jpg
University of Toronto,University of Toronto,,,,,,,,,,3142,,2020-11-11T14:30:07.000Z,Wed Nov 11 14:30:07 +0000 2020,61,"This Remembrance Day, tune in for #UofT's 2020 Service of Remembrance online at 10:30 am EST.

Join us as #UofTRemembers the @uoftalumni, students, faculty and staff who fell in the First and Second World Wars and other conflicts. https://t.co/b5yJWYpxQT https://t.co/IYNqJVJNoI",25,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Tweet,https://youtu.be/Z4Z-y-Iokh0 ,2,1,photo,https://pbs.twimg.com/media/EmjKbKJXIAMdDtW.jpg,
Marc Johnson,University of Toronto,,,,,,,,,,3143,,2020-11-10T21:03:49.000Z,Tue Nov 10 21:03:49 +0000 2020,0,"RT @evoecolab : Truly the honour of a lifetime, which I owe to my amazing students, postdocs, techs and collaborators, the incredible support of @UTMBiology, @eebtoronto, @UTM, @UofT &amp; my family, &amp; to the world class research environment that @NSERC_CRSNG and #Canada has fostered. Thank you! https://t.co/QFotfHfaDL",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://twitter.com/NSERC_CRSNG/status/1326200536115318785 ,1,5,,,https://pbs.twimg.com/media/EaogE13XQAAbYz6.jpg
University of Toronto,University of Toronto,,,,,,,,,,3144,,2020-11-10T20:02:54.000Z,Tue Nov 10 20:02:54 +0000 2020,32,"Using tree rings, @UTM researchers measure history of mercury contamination in Yukon #UofT ?? https://t.co/dATN2kxXLx https://t.co/o5ibODj4k1",4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6aC ,1,1,photo,https://pbs.twimg.com/media/EmfM_KsXMAEuWfa.jpg,
University of Toronto,University of Toronto,,,,,,,,,,3145,,2020-11-10T19:16:07.000Z,Tue Nov 10 19:16:07 +0000 2020,19,Biologists from @UofTArtSci &amp; @Illinois_Alma shed light on how microbes evolve &amp; affect hosts #UofT ?? https://t.co/wpjCprFOCS https://t.co/d5i3werHwT,4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6aM ,1,2,photo,https://pbs.twimg.com/media/EmfCSN3XIAADhZM.jpg,https://pbs.twimg.com/media/Eaox7enXkAEBt9Z.jpg
University of Toronto,University of Toronto,,,,,,,,,,3146,,2020-11-10T18:07:04.000Z,Tue Nov 10 18:07:04 +0000 2020,50,#UofT to celebrate ‘truly extraordinary’ grads at virtual fall convocation #UofTGrad20 ?? https://t.co/NMJtBp5ybL https://t.co/hhnpo8RFEb,16,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6aN ,2,0,photo,https://pbs.twimg.com/media/EmeyZiaXUAAOskV.jpg,https://pbs.twimg.com/media/EaoZUtKXkAE-FTR.jpg
University of Toronto,University of Toronto,,,,,,,,,,3147,,2020-11-10T17:00:23.000Z,Tue Nov 10 17:00:23 +0000 2020,134,"Dear #UofTGrad20, we are extremely proud of you. Join us for #UofT's virtual fall convocation on Saturday, Nov. 21 at 12 p.m. EST as we recognize and celebrate your achievements together. https://t.co/M5JCRKaLv8 https://t.co/WX8utJBXU6",32,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://utoronto.ca/convocation ,2,0,photo,https://pbs.twimg.com/media/EmehveEW8AA0TDJ.jpg,https://video.twimg.com/tweet_video/EaoRCV5XQAAKTXw.mp4
U of T Libraries,University of Toronto,,,,,,,,,,3148,,2020-11-10T16:01:03.000Z,Tue Nov 10 16:01:03 +0000 2020,0,RT @uoftlibraries : TODAY! Have your top library questions answered. ?? Join Student Engagement Librarian Heather Buchansky and @UofTStudentLife on Facebook Live from 12:00-12:30pm. #UofT Event details: https://t.co/wMc1XhGm1c https://t.co/S6wSyHOB5x,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://www.facebook.com/events/3255815834540791/ ,1,1,photo,https://pbs.twimg.com/media/EmeI3YOXEAUAatc.jpg,https://pbs.twimg.com/media/EalyMPuUMAA_I_3.jpg
University of Toronto,University of Toronto,,,,,,,,,,3149,,2020-11-10T15:18:39.000Z,Tue Nov 10 15:18:39 +0000 2020,95,"In 1921, insulin was discovered at #UofT. Learn about its legacy &amp; intersections with #COVID19 research at the @RSCTheAcademies virtual symposium. 1,000 free tickets will be available for students, faculty &amp; staff. #COEE2020

Register today: https://t.co/4cidaQELsP https://t.co/goO74N1OBp",26,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://bit.ly/RSCInsulin100 ,3,1,photo,https://pbs.twimg.com/media/EmeJLBNXEAAt8Xz.jpg,https://pbs.twimg.com/media/EalY0TrWkAEWhA5.jpg
U of T Alumni,University of Toronto,,,,,,,,,,3150,,2020-11-09T22:01:02.000Z,Mon Nov 09 22:01:02 +0000 2020,0,"RT @uoftalumni : Members of the #UofT community are invited to come together virtually to honour soldiers and veterans via online #RemembranceDay events organized by @UofT, @UTSC and @UTM. https://t.co/v3q5ZLofm0 #UofTRemembers",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/36iDhHN ,3,3,,,https://pbs.twimg.com/media/Eala8eIXgAM9zmu.jpg
Waakebiness-Bryce Institute for Indigenous Health,University of Toronto,,,,,,,,,,3151,,2020-11-09T21:03:28.000Z,Mon Nov 09 21:03:28 +0000 2020,0,RT @wbiih_ : our Master of Public Health in Indigenous Health program is accepting applications until Jan 18! apply today @UofT_dlsph @NEIHR_ON #AcademicTwitter #NativeTwitter https://t.co/DPftJBTad3,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,,2,2,photo,https://pbs.twimg.com/media/EmZ-ki_VgAEnDyP.jpg,https://pbs.twimg.com/media/EalPnQjWkAA3IoF.jpg
First Nations House,University of Toronto,,,,,,,,,,3152,,2020-11-09T20:03:13.000Z,Mon Nov 09 20:03:13 +0000 2020,0,"RT @UofTFNH : Meet Faith Chaput, Indigenous Wellness Counsellor &amp; Coordinator!

Faith is here to support you with your wellness &amp; mental health. You can schedule an appointment with Faith by contacting reception at Health and Wellness Centre at (416) 978-8030 (Dial 5). https://t.co/tmO3SOwY7x",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/EmZnGBTXUAIDFWX.jpg,https://pbs.twimg.com/media/EalPXxcU4AIq7HC.jpg
University of Toronto,University of Toronto,,,,,,,,,,3153,,2020-11-09T19:07:56.000Z,Mon Nov 09 19:07:56 +0000 2020,30,Study from @UofTKPE &amp; @McMasterU calls for renewed commitment to gender equality in inter-university sport #UofT ?? https://t.co/CPCTfeecJW https://t.co/Ppd0u68lIJ,7,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6at ,1,2,photo,https://pbs.twimg.com/media/EmZ1hXpXEAILUyA.jpg,
