"","Post","Entity","Position","Type","message"
"554","145","Today","1","Date","Today #WesternU was pleased to meet with Minister @s_guilbeault and MP @pfragiskatos to discuss our work to create a more sustainable campus and our commitment to net-zero operations by 2050. 
@westernuSustain #cdnpoli #cdnpse https://t.co/3bSqr2KM6P"
"555","145","2050","187","Date","Today #WesternU was pleased to meet with Minister @s_guilbeault and MP @pfragiskatos to discuss our work to create a more sustainable campus and our commitment to net-zero operations by 2050. 
@westernuSustain #cdnpoli #cdnpse https://t.co/3bSqr2KM6P"
"556","1450","WesternU","73","Organization","Do Canada's building codes need an upgrade to guard against tornadoes? #WesternU researcher @gregoryalankopp says they do. @westernuNTP https://t.co/g9RkPJj6lo"
"557","1452","Tokyo2020","123","Date","Get the full roundup of Western’s athletes and experts at the Tokyo Olympics, in Western News. #purpleandproud #GoStangs #Tokyo2020 https://t.co/NJCVh5tsK2"
"558","1452","Tokyo","63","Location","Get the full roundup of Western’s athletes and experts at the Tokyo Olympics, in Western News. #purpleandproud #GoStangs #Tokyo2020 https://t.co/NJCVh5tsK2"
"559","1453","Friday","35","Date","Plan your #Tokyo2020 schedule and Friday night so that you catch two more @westernuAlumni on the water! @jillmoffatt_  competes at 10 p.m. (ET) and Jen Martins at 10:50 p.m. (ET). https://t.co/Y3zowAWpmW"
"560","1453","10:50","164","Date","Plan your #Tokyo2020 schedule and Friday night so that you catch two more @westernuAlumni on the water! @jillmoffatt_  competes at 10 p.m. (ET) and Jen Martins at 10:50 p.m. (ET). https://t.co/Y3zowAWpmW"
"561","1454","Scott Russell","58","Person","First #MustangSpotting will be at #OpeningCeremonies! ?? Scott Russell, Adrienne Arsenault and Heather Hiscox leading @CBC’s #Tokyo2020 coverage - all three are @westernuAlumni! @CBCScottRussell
@adriearsenault @cbchh https://t.co/eLUR2NFK5v"
"562","1454","Heather Hiscox","96","Person","First #MustangSpotting will be at #OpeningCeremonies! ?? Scott Russell, Adrienne Arsenault and Heather Hiscox leading @CBC’s #Tokyo2020 coverage - all three are @westernuAlumni! @CBCScottRussell
@adriearsenault @cbchh https://t.co/eLUR2NFK5v"
"563","1454","Tokyo2020","127","Date","First #MustangSpotting will be at #OpeningCeremonies! ?? Scott Russell, Adrienne Arsenault and Heather Hiscox leading @CBC’s #Tokyo2020 coverage - all three are @westernuAlumni! @CBCScottRussell
@adriearsenault @cbchh https://t.co/eLUR2NFK5v"
"564","1457","Sara Nathanson","178","Person","RT @WesternMustangs : “Being a young woman growing up in sport shaped me so significantly. It showed me I could do hard things and that gave me a strong sense of confidence.” – Sara Nathanson, BA’98, Varsity #WesternMustangs alumna and athletics donor 

Adopt a Mustang today: https://t.co/JAFkz7v6eU https://t.co/XD0XeoZ9Ob"
"565","1457","today","271","Date","RT @WesternMustangs : “Being a young woman growing up in sport shaped me so significantly. It showed me I could do hard things and that gave me a strong sense of confidence.” – Sara Nathanson, BA’98, Varsity #WesternMustangs alumna and athletics donor 

Adopt a Mustang today: https://t.co/JAFkz7v6eU https://t.co/XD0XeoZ9Ob"
"566","1458","Olympics2021","144","Date","We are so excited to cheer on #WesternU grads and Olympians @jillmoffatt_ and Jen Martins as they row for #TeamCanada #purpleandproud #rowing #Olympics2021 https://t.co/Y3zowAWpmW"
"567","1459","Research","132","Organization","RT @ONtrainandstudy : Ontario is supporting #OntarioMade innovation at @WesternU by investing over $9.7M in 16 research projects.

Research will support the development of homegrown products and ideas that will help boost the provincial &amp; local economies. https://t.co/glGqcyV3BW https://t.co/Dw8j9wYQpQ"
"568","1459","$9.7M","100","Money","RT @ONtrainandstudy : Ontario is supporting #OntarioMade innovation at @WesternU by investing over $9.7M in 16 research projects.

Research will support the development of homegrown products and ideas that will help boost the provincial &amp; local economies. https://t.co/glGqcyV3BW https://t.co/Dw8j9wYQpQ"
"569","1462","ADHD","149","Organization","Move and meditate. New study published in @FrontPsychol says #mindfulness and exercise can be helpful as non-drug alternative to help children with ADHD learn. Study is co-authored by #WesternU prof Barbara Fenesi. #learning #ADHD https://t.co/lrJ4bTbgRG"
"570","1462","Barbara Fenesi","200","Person","Move and meditate. New study published in @FrontPsychol says #mindfulness and exercise can be helpful as non-drug alternative to help children with ADHD learn. Study is co-authored by #WesternU prof Barbara Fenesi. #learning #ADHD https://t.co/lrJ4bTbgRG"
"571","1463","last week","208","Date","For years, researcher @gregoryalankopp has suggested builders use longer nails in roofs and placing them every six inches, rather than the current foot, apart. After @westernuNTP investigated #barrietornado last week, he has even more evidence. 
#westernu https://t.co/PhyhKEiHCC"
"572","1464","$2.65M grant","85","Money","World-changing  research at #WesternU got a huge boost from @ONtrainandstudy with a $2.65M grant for 3D-imaging tech that's a faster, better, less costly way to diagnose and treat patients with tumours or osteoporosis. @JillDunlop1 @SchulichMedDent https://t.co/CI0oscGWuz"
"573","1465","Olympics2021","210","Date","So many Mustangs participating as athletes, coaches, officials and broadcasters at the #TokyoOlympics! We're cheering for all of you! @WesternMustangs @westernuAlumni @CBCOlympics #purpleandproud #TeamCanada #Olympics2021 https://t.co/5V2kkhzYq4"
"574","1466","Tomorrow","1","Date","Tomorrow, many members of the Western and London Muslim community will gather on 
campus for Eid al-Adha prayer (outdoors, with masks &amp; physical distancing). Advance registration 
is required (https://t.co/r7UY8WhGXi)."
"575","1466","London","43","Location","Tomorrow, many members of the Western and London Muslim community will gather on 
campus for Eid al-Adha prayer (outdoors, with masks &amp; physical distancing). Advance registration 
is required (https://t.co/r7UY8WhGXi)."
"576","1467","Today","1","Date","Today, we are thinking of our Muslim community here at #WesternU as they begin to observe #EidAlAdha. We wish our Muslim students, faculty, and staff an opportunity to feel a sense of peace, the love of friends and family, and a moment to celebrate. Eid al-Adha Mubarak. https://t.co/HjSvqAtxxz"
"577","1468","$","92","Money","Western welcomes Minister @JillDunlop1 for a tour of #WesternU labs during announcement of $2.653M investment in #OntarioMade research, including imaging science. @ONtrainandstudy @SchulichMedDent https://t.co/jo8t8F7zhm"
"578","1469","Dr. Lisa Fischer","62","Person","RT @SchulichMedDent : You have a #concussion, now what? Join Dr. Lisa Fischer at #SeeTheLine on August 12 as she debunks concussion myths and outlines best practices around concussion care."
"579","1469","August 12","97","Date","RT @SchulichMedDent : You have a #concussion, now what? Join Dr. Lisa Fischer at #SeeTheLine on August 12 as she debunks concussion myths and outlines best practices around concussion care."
"580","147","Health Status","147","Organization","RT @westernuTechSvs : We are aware of issues with network and phone connectivity that some may be experiencing on campus. Please watch our System Health Status page which will be updated accordingly - https://t.co/CC44aBbWGY"
"581","1470","Monday","29","Date","RT @CityofLdnOnt : Starting Monday, our community centres, arenas &amp; aquatics centres will reopen with some great recreation opportunities. 

Whether you’re into lane swims ??????? or painting ??, ballet ?? or badminton ??, there’s something for everyone.

Learn more at https://t.co/QHlGHiY0BQ https://t.co/ny6lYfmMj6"
"582","1472","this fall","93","Date","RT @OntUniv : (1/4) As @OntUniv and @OUSAhome prepare to welcome new and returning students this fall, we encourage all faculty, staff and students to get vaccinated against COVID-19. #ONpoli

Read the joint statement: https://t.co/X7gnWSeKpv https://t.co/L9Q1WXKGGR"
"583","1473","Richard McLaren","25","Person","#WesternU law professor Richard McLaren is leading separate investigations into allegations of wrongdoing in two international sports organizations #boxing #basketball https://t.co/BzOg7fQdyT"
"584","1476","Snakes","2","Person","""Snakes...why'd it have to be snakes?"" Because Indy, according to new research at #WesternU, the venom can be used for making ‘super glue’ that stops bleeding in seconds using visible light. https://t.co/V3SRSMueJt https://t.co/8SQvkBg8Kn"
"585","1478","tomorrow","6","Date","What tomorrow's move to step three of Ontario’s Roadmap to Reopen means for #WesternU https://t.co/y7yJslqItK"
"586","1479","University Community Centre’s Concrete Beach","60","Organization","The #PrideProgress flag will be raised at #WesternU on the University Community Centre’s Concrete Beach from July 15-25 to coincide with @prideldnfest. #LdnOnt"
"587","1479","July 15-25","110","Date","The #PrideProgress flag will be raised at #WesternU on the University Community Centre’s Concrete Beach from July 15-25 to coincide with @prideldnfest. #LdnOnt"
"588","1480","July 15-25","29","Date",".@prideldnfest, planned for July 15-25 will be held virtually. Though celebrating #Pride feels best when we can do so in person, we know the #LdnOnt community will make this year’s feel special in its own way. Find the calendar of activities at: https://t.co/6aGLGy5qZK"
"589","1482","2020","52","Date","RT @WesternMustangs : After a delay of a year, the 2020 Summer Olympic Games officially kick off on Friday July 23, 2021 and the #WesternMustangs are representing! 

Read more about all our many #Mustangs going to Tokyo: https://t.co/octCTpmXEC

#RunWithUs #WesternU #Tokyo2021 #olympics #tokyo https://t.co/ApOQ4gZTLx"
"590","1482","Friday","101","Date","RT @WesternMustangs : After a delay of a year, the 2020 Summer Olympic Games officially kick off on Friday July 23, 2021 and the #WesternMustangs are representing! 

Read more about all our many #Mustangs going to Tokyo: https://t.co/octCTpmXEC

#RunWithUs #WesternU #Tokyo2021 #olympics #tokyo https://t.co/ApOQ4gZTLx"
"591","1482","Tokyo","215","Location","RT @WesternMustangs : After a delay of a year, the 2020 Summer Olympic Games officially kick off on Friday July 23, 2021 and the #WesternMustangs are representing! 

Read more about all our many #Mustangs going to Tokyo: https://t.co/octCTpmXEC

#RunWithUs #WesternU #Tokyo2021 #olympics #tokyo https://t.co/ApOQ4gZTLx"
"592","1483","Space Explorers","40","Organization","RT @westernuSpace : Wondering what the Space Explorers’ Summer Camp looks like this year? Here is a sneak peak of our virtual camp and kids are loving it! Register now for the upcoming weeks for our summer camp.  #spaceexplorers2021 @westernuSpace https://t.co/8KGVytq52W"
"593","1483","this year","80","Date","RT @westernuSpace : Wondering what the Space Explorers’ Summer Camp looks like this year? Here is a sneak peak of our virtual camp and kids are loving it! Register now for the upcoming weeks for our summer camp.  #spaceexplorers2021 @westernuSpace https://t.co/8KGVytq52W"
"594","1484","Western University","75","Organization","RT @CBCLondon : Lack of regulation for tattoo ink poses health risk, says Western University researcher https://t.co/NncknG2cVw https://t.co/EaSTaPm8pA"
"595","1485","Wednesday","105","Date","RT @MLHealthUnit : Need your first dose of COVID-19 vaccine? Just walk-in and ???? #GetVaxxed! Starting Wednesday, July 14, it will no longer be necessary to book appointments to receive a first dose of vaccine at one of the four mass vaccination clinics in #Middlesex-#LdnOnt. /1"
"596","1485","July 14","116","Date","RT @MLHealthUnit : Need your first dose of COVID-19 vaccine? Just walk-in and ???? #GetVaxxed! Starting Wednesday, July 14, it will no longer be necessary to book appointments to receive a first dose of vaccine at one of the four mass vaccination clinics in #Middlesex-#LdnOnt. /1"
"597","1486","University Council","116","Organization","RT @queensu : Congratulations to @OpiyoOloya on this important appointment! Thank you for your service on #queensu University Council, we wish you the best in your new role at @WesternU. https://t.co/SJ2rGD4zBW https://t.co/v4doOad20J"
"598","1488","Yolanda Hedberg","34","Organization","A #WesternU research team led by Yolanda Hedberg analyzed dozens of #tattoo inks and found most fail to meet industry standards, potentially increasing health risks. @HedbergLab https://t.co/Yl4jjnf6QJ"
