Post,message
311,"A beacon of hope? An educational opportunity? A better place to raise children?  

On February 1, join @ChristinaLord1 as she discusses the paths taken by many Black people to arrive in Canada and #LdnOnt. 
#BlackHistoryMonth #BlackExcellence #westernu #westernuEDID"
312,"RT @McIntoshGallery : It is with great sadness that McIntosh Gallery acknowledges the passing of respected senior Canadian artist Tony Urquhart (1934-2022), CM RCA LL.D. 
https://t.co/6O0iSwwgXO https://t.co/AV3RlZ1DgH"
313,"5 years ago, today #WesternU #RemembersJanuary29 where 6 men were killed at the Islamic Cultural Centre of Québec City. Islamophobia is a reality that many Muslims face across Canada. This day is a reminder of the lives lost and the imperative to build a more inclusive country. https://t.co/mu7yy4pLr1"
314,"RT @westernuAlumni : Olympian, coach, and #WesternU grad Alex Kopacz (@Kopacz77) joins Angela Schneider of the International Centre for Olympic Studies for a virtual conversation on February 1!

Everyone is invited for this exciting discussion.
#purpleandproud @westernuFHS
https://t.co/FKCKY9Zcs1"
315,Purple Hands is a #WesternU student-run #homeless advocacy group volunteering in #LdnOnt and educating peers on the realities of #poverty. @Purplehandsuwo @Goodwill_OGL @TSALondon @LdnHomeless https://t.co/pSZPuSSC1z
316,"February parking update for #WesternU campus visitors:
??? Regular paid visitor parking will resume in the core attended visitor lots as of Monday, Jan 31.
??? Parking is free in Honk Mobile and Pay and Display visitor spaces https://t.co/oWgFrAIt8O"
317,New #WesternU-led study explores the legal challenges faced by immigrants in Canada and provides recommendations for newcomers seeking assistance. #immigration @westernuNEST @westernuSocSci @JusticeCanadaEN @CitImmCanada #ldnont https://t.co/TmiCTVDnW6
318,"Join the #WesternU community throughout the month of February for our #BlackHistoryMonth Speaker Series, featuring leading artists, professors and activists. 

Celebrate #BlackExcellence with us. #westernuEDID"
319,"#WesternU professor @punchingprof lays out why the International Olympic Committee’s position on refugees is contradictory and confusing, and whether #Bejing2022 should go on. @ConversationCA @westernuFHS  
https://t.co/DIY7YDYUlE"
320,"RT @CanBlackSci : ""Representation matters. People seem to take it for granted"" 
@jeanette_adjei, a @canblacksci member and PhD Candidate at @WesternU has a message for you! #BESTEMM2022. 
Register at : https://t.co/n9dcuqyydE 
#blackandstem #STEM
#STEMeducation #RepresentationMatters https://t.co/IZK90RreYF"
321,"David Muir, a nationally recognized leader in cultivating collaborations and bringing research to life, has been named #WesternU's first associate vice-president for innovation and strategic partnerships. #ldnont @VPRWesternU @ResearchPark @WORLDiscoveries https://t.co/HsPVuNXbAm"
322,"Holocaust Education Week is presented annually by Western Hillel. Today, they welcome Margaret DeJong to share the story of her grandparents, who were honoured in 2018 as Righteous Among the Nations for their heroism during the war.  #HolocaustRemembranceDay #westernu"
323,"Enhancing student supports and spaces is the number one priority as #WesternU begins its return to in-person learning next week. Acting President Sarah Prichard reviews the past term and looks to the year ahead. 
https://t.co/mGgKJgidJp"
324,"A study by #WesternU grad @PostSovietGraf found nearly a third of North American students have inaccurate perceptions of the Holocaust, highlighting the need for mandatory Holocaust education to #ProtectTheFacts. #WeRemember #HolocaustRemembranceDay 
https://t.co/Vwi4IRLnj7"
325,"RT @UA_magazine : A @WesternU professor is using immersive technology to simulate the experience of swimming with sharks. “There are no limits to this,” said @pjmensink.

Is this the future of high-tech education? #AR #tech #educaiton

https://t.co/ItVkiIuF18"
326,"RT @westernuMusic : Considering #Voice @WesternU? Join today's live Zoom session (7pm ET) with current students, faculty and staff. Current or prospective applicants, parents, teachers and music educators welcome. For a list of all upcoming sessions and to register visit: https://t.co/RUZg87xfVF https://t.co/R90qpFZz7M"
327,"""It takes a huge amount of courage to give and receive care and to offer self-compassion and kindness, especially when our inner critic says we’re undeserving. You are deserving, your mental health matters, and the path to wellness isn't a solitary route."" #BellLetsTalk #WesternU https://t.co/XVcoV2KDbx"
328,"""It’s very easy to be harsh and judgmental of ourselves. I’d like to invite everyone today to extend themselves a bit of loving kindness we give to others and embrace that we do not always need to strive for perfection."" #BellLetsTalk #WesternU https://t.co/hwnrzGEOck"
329,"""#BellLetTalk Day serves as a reminder that we need more unashamed conversations about mental health and mental health struggles. This is an opportunity for us to not only practice empathy but also self-empathy."" - @KenishaArora #WesternU https://t.co/lptSAk6qa5"
330,"""Practicing mindfulness has heightened my awareness of when self-care is needed and reminds me how important it is to take a deep breath, pause, and take a few minutes to adjust my mindset."" #BellLetsTalk #WesternU @westernuSocSci https://t.co/QGvZ6ANcSh"
331,"“On #BellLetsTalk Day, and every day, make sure to take some time to yourself. That might be a 20-minute walk around your neighbourhood, 10 minutes of meditation, or a 5-minute stretch. Doing something small can go a long way."" #WesternU https://t.co/K1soqECtlQ"
332,"""I find nature walks increase my mood, focus and energy.?London has so many good walking trails – even around campus! I also find it important to surround myself with people that fill my cup."" - @KatePlacide #BellLetsTalk #WesternU https://t.co/MKVm1Gwacm"
333,"""Taking care of my mental health helps me to ensure I am at my best and able to take care of others in my life. Pilates is a great way to clear my head and keep active.""  - @CourtinCanada #BellLetsTalk #WesternU https://t.co/fb2UZ2lbMW"
334,"RT @westernuhousing : ""#BellLetsTalk Day is important since it invites us to be open about our fears and vulnerabilities, and to have conversations that help us better understand each other and ourselves."" @westernu #westernu https://t.co/98X2Z2vUKc"
335,"""To me, supporting yourself or others requires us to maintain empathy and practice behaviours that contribute to our health and well-being. Asking a follow-up question will show that you really care and want to hear how someone is really doing."" #BellLetsTalk #WesternU https://t.co/f7muC9fXJe"
336,"""Online learning and isolation are hard! You are not alone. Reach out if you need support."" #BellLetsTalk #WesternU @westernuScience https://t.co/6QF5jcv51x"
337,"RT @westernuhousing : ""For me, talking to my sophs, dons, floormates, or even talking to my colleagues in the Residence Staff team have made a huge difference to my mental health. Just to know that there are people around me who genuinely care.""?#BellLetsTalk @westernu #westernu https://t.co/AM4m4kSAmX"
338,"""Words can help, but they can also hurt. Together, let’s reduce stigma associated with mental illness by educating ourselves and the community and being aware of our attitudes and behaviours."" #BellLetsTalk #WesternU https://t.co/XGjeJ2OoII"
339,"RT @westernuhousing : For #BellLetsTalk Day, our student leaders are joining the conversation by sharing personal messages about why this day is important to them. Tune in throughout the day to see what they have to say! @WesternU #westernu https://t.co/RbnqvTghZp"
340,"How can we reduce #mentalhealth stigma? A new #WesternU study shows social contact between those living with mental illness and those without that experience is an effective, and promising next step @westernuFHS @SchulichMedDent #BellLetsTalk https://t.co/mqvYFNPr8B"
341,"""I learned that a small gesture or positive comment could go a long way in establishing new connections and eventual friendships. Those friendships provided me with the social and academic support I needed and gave me the opportunity to support others."" #BellLetsTalk #WesternU https://t.co/GIj1RMOv8E"
342,"RT @WesternMustangs : The Student Athlete Mental Health Initiative (SAMHI) campus team enlisted #WesternMustangs athletes to help share their message on #BellLetsTalk Day.

For @WesternU mental health support services, visit Health &amp; Wellness: https://t.co/e2S4LkWRP1

@westernuSE #RunWithUs https://t.co/KnacBL49WL"
343,"""I support myself by exercising, writing and spending time with people who bring me joy. I think it's important to reach out to friends, not only on #BellLetsTalk Day but throughout the year."" #WesternU https://t.co/yOve2GuHcC"
344,"""The Transition, Leadership &amp; Enrichment team @westernuSE understands the importance of support. We're here to support our students, each other and our community. We strongly believe in the value of talking and connecting."" https://t.co/dkIlW2QyBf #BellLetsTalk #WesternU https://t.co/2vTbkzNT6Y"
345,"RT @SchulichMedDent : Mental disorders are responsible for a large amount of disability and suffering. @anderskk3 is using population data to help improve mental health services and increase access to care for Canadians with serious mental illness.

#BellLetsTalk 
#ResearchMatters https://t.co/N4HmiFOz0P"
346,"""The mental health team at #WesternU offers many services to support student mental wellness, including individual and crisis counselling, psychoeducational and support groups, weekly workshops and support accessing community resources."" https://t.co/dkIlW2QyBf #BellLetsTalk https://t.co/AKrXQOpj2B"
347,"RT @westernsogs : Life is HARD. Grad school is TOUGH.?? Need someone to talk to? You're NOT alone! ?? @WesternU grad students can use #EmpowerMe, a remote mental health and wellness service offered by #Studentcare available by ?? &amp; ??? 24/7/365. 
Learn more ?? https://t.co/ja0RXwSpll
#BellLetsTalk"
348,"""Each of us is like a?'microcosm'?within our inner-most state of normal self.?We are all unique and by listening to each other we can learn about our emotions, expressions and needs. Look around as there are always people that will support you!"" #BellLetsTalk #WesternU https://t.co/zNhn2PlXZu"
349,"""You are not alone. It is important to ask yourself ""how can I be kind to myself in this moment?"". This self-compassion is essential for our survival. Joining a support group is a great place to share what you are struggling with."" #BellLetsTalk #WesternU https://t.co/QdxPI3NTU6"
350,"?? Mental Health Appointments: Book a confidential appointment with a counsellor by calling 519-661-3030. 

?? Western employees can visit the mental health webpage at https://t.co/Prl50D8qaD or contact Workplace Health at Western at 519-661-2111 x85472 

#BellLetsTalk"
351,"?? First Nations and Inuit Hope for Wellness Help Line is a 24-hour culturally relevant telephone crisis intervention counselling. Call 1-855-242-3310. 

#BellLetsTalk"
352,"?? @westernuhousing offers free counselling services to students who live in a Main Campus residence. You can book a virtual appointment by emailing needtotalk@uwo.ca. 

#BellLetsTalk"
353,"?? Crisis Supports: If you need help right now, visit https://t.co/dkIlW2QyBf for options. Western offers both in-person and virtual same-day crisis appointments. 

?? 24/7 Supports: Reach Out at 519-433-2023 and Good2Talk at 1-866-925-5454. 

#BellLetsTalk"
354,"On #BellLetsTalk Day, let’s make sure everyone knows where to go when they need help, and who to turn to for support.  

??: Scott Woods https://t.co/3QKMlkXErE"
355,"Reminder: We will be testing the #WesternU emergency notification system TODAY at 12:30 pm. No action is needed. If you’re a campus community member, add your mobile number to receive SMS messages from Alert WesternU (https://t.co/WpraixHkuB). #ldnont https://t.co/KxcHWAbhyQ"
356,"Western will be conducting a routine test of Alert #WesternU, our emergency notification system, tomorrow at 12:30 p.m. This will be a test only and no action is needed. If you have not yet customized your alert to receive a text message, please do so at https://t.co/WpraixHkuB https://t.co/QRcvMUSxfK"
